"taxon"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Chitinophagaceae.Heliimonas"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Heliimonas"
"Bacteria.Planctomycetota.Planctomycetes.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Planctomycetota.Phycisphaerae.Phycisphaerales.Phycisphaeraceae.CL500-3"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"CL500-3"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Micrococcaceae.Haematomicrobium"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Haematomicrobium"
"Bacteria.Acidobacteriota.Acidobacteriae.AKIW659.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"AKIW659"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Dependentiae.Babeliae.Babeliales.Babeliaceae.NA"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	"Babeliaceae"	"NA"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rickettsiales.SM1B06.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"SM1B06"	"Incertae Sedis"
"Bacteria.Acidobacteriota.Acidobacteriae.TSBb06.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"TSBb06"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Saprospiraceae.Candidatus Aquirestis"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"Candidatus Aquirestis"
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Cryomorphaceae.NS10 marine group"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	"NS10 marine group"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Paracaedibacterales.Paracaedibacteraceae.Candidatus Finniella"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Paracaedibacterales"	"Paracaedibacteraceae"	"Candidatus Finniella"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Beggiatoales.Beggiatoaceae.Candidatus Thiophysa"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Beggiatoales"	"Beggiatoaceae"	"Candidatus Thiophysa"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Sneathiellales.Sneathiellaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Sneathiellales"	"Sneathiellaceae"	"Incertae Sedis"
"Bacteria.Acidobacteriota.Holophagae.Holophagales.Holophagaceae.marine group"	"Bacteria"	"Acidobacteriota"	"Holophagae"	"Holophagales"	"Holophagaceae"	"marine group"
"Bacteria.Chlamydiota.Chlamydiia.Chlamydiales.Simkaniaceae.Ga0074140"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	"Simkaniaceae"	"Ga0074140"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Acetobacterales.Acetobacteraceae.Rhodovarius"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Rhodovarius"
"Bacteria.Planctomycetota.Planctomycetes.Planctomycetales.NA.NA"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"NA"	"NA"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Sulfuricellaceae.Sulfuricella"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Sulfuricellaceae"	"Sulfuricella"
"Bacteria.Spirochaetota.Leptospirae.Leptospirales.Leptospiraceae.Leptospira"	"Bacteria"	"Spirochaetota"	"Leptospirae"	"Leptospirales"	"Leptospiraceae"	"Leptospira"
"Bacteria.Actinomycetota.Actinobacteria.Kitasatosporales.Streptomycetaceae.E1B-B3-114"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Kitasatosporales"	"Streptomycetaceae"	"E1B-B3-114"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Brevibacteriaceae.Spelaeicoccus"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Brevibacteriaceae"	"Spelaeicoccus"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Legionellales.Legionellaceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"NA"
"Bacteria.Chlamydiota.Chlamydiia.Chlamydiales.Chlamydiaceae.NA"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	"Chlamydiaceae"	"NA"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Azospirillales.Azospirillaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Azospirillales"	"Azospirillaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Methyloligellaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Methyloligellaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Sphingomonadales.Sphingomonadaceae.Sandarakinorhabdus"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sandarakinorhabdus"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Beggiatoales.Beggiatoaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Beggiatoales"	"Beggiatoaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Sphingomonadales.Sphingomonadaceae.Plot4-2H12"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Plot4-2H12"
"Bacteria.Acidobacteriota.Holophagae.Holophagales.Holophagaceae.Holophaga"	"Bacteria"	"Acidobacteriota"	"Holophagae"	"Holophagales"	"Holophagaceae"	"Holophaga"
"Bacteria.Actinomycetota.Thermoleophilia.Solirubrobacterales.Solirubrobacteraceae.Parviterribacter"	"Bacteria"	"Actinomycetota"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Parviterribacter"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Dermatophilaceae.Incertae Sedis"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Dermatophilaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.B1-7BS.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"B1-7BS"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Oxalobacteraceae.CM1G08"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"CM1G08"
"Bacteria.Pseudomonadota.Alphaproteobacteria.NRL2.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"NRL2"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Micropepsales.Micropepsaceae.Rhizomicrobium"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Micropepsales"	"Micropepsaceae"	"Rhizomicrobium"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.MWH-CFBk5.Incertae Sedis"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"MWH-CFBk5"	"Incertae Sedis"
"Bacteria.Myxococcota.Myxococcia.Myxococcales.Myxococcaceae.Pyxidicoccus"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"Pyxidicoccus"
"Bacteria.Verrucomicrobiota.Verrucomicrobiia.Opitutales.Opitutaceae.Incertae Sedis"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Opitutales"	"Opitutaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Sphingomonadales.Sphingomonadaceae.Parablastomonas"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Parablastomonas"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Hydrogenophilaceae.Thiobacter"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Hydrogenophilaceae"	"Thiobacter"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Parvibaculales.NA.NA"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Parvibaculales"	"NA"	"NA"
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Weeksellaceae.Riemerella"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Riemerella"
"Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Erysipelotrichaceae UCG-002"	"Bacteria"	"Bacillota"	"Bacilli"	"Erysipelotrichales"	"Erysipelatoclostridiaceae"	"Erysipelotrichaceae UCG-002"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Cardiobacteriales.Cardiobacteriaceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Cardiobacteriales"	"Cardiobacteriaceae"	"NA"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Competibacterales.Competibacteraceae.Plasticicumulans"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Competibacterales"	"Competibacteraceae"	"Plasticicumulans"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Succinivibrionaceae.Succinivibrionaceae UCG-002"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Succinivibrionaceae"	"Succinivibrionaceae UCG-002"
"Bacteria.Spirochaetota.NA.NA.NA.NA"	"Bacteria"	"Spirochaetota"	"NA"	"NA"	"NA"	"NA"
"Archaea.Thermoproteota.Nitrososphaeria.Nitrosopumilales.Nitrosopumilaceae.Cenarchaeum"	"Archaea"	"Thermoproteota"	"Nitrososphaeria"	"Nitrosopumilales"	"Nitrosopumilaceae"	"Cenarchaeum"
"Bacteria.Acidobacteriota.Thermoanaerobaculia.Thermoanaerobaculales.Thermoanaerobaculaceae.B276-D12"	"Bacteria"	"Acidobacteriota"	"Thermoanaerobaculia"	"Thermoanaerobaculales"	"Thermoanaerobaculaceae"	"B276-D12"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Pseudoalteromonadaceae.Psychrosphaera"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Pseudoalteromonadaceae"	"Psychrosphaera"
"Bacteria.Actinomycetota.Acidimicrobiia.NA.NA.NA"	"Bacteria"	"Actinomycetota"	"Acidimicrobiia"	"NA"	"NA"	"NA"
"Bacteria.Spirochaetota.Brachyspirae.Brachyspirales.Brachyspirales Incertae Sedis.Exilispira"	"Bacteria"	"Spirochaetota"	"Brachyspirae"	"Brachyspirales"	"Brachyspirales Incertae Sedis"	"Exilispira"
"Bacteria.Chloroflexota.Anaerolineae.Anaerolineales.Anaerolineaceae.Longilinea"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"Longilinea"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Spirosomataceae.Fluviimonas"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Spirosomataceae"	"Fluviimonas"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Shewanellaceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"NA"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Halomonadaceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Halomonadaceae"	"NA"
"Bacteria.Bacillota.Desulfotomaculia.Desulfotomaculales.Pelotomaculaceae.Pelotomaculum"	"Bacteria"	"Bacillota"	"Desulfotomaculia"	"Desulfotomaculales"	"Pelotomaculaceae"	"Pelotomaculum"
"Bacteria.Bacillota.Clostridia.Eubacteriales.Alkalibacteraceae.Alkalibaculum"	"Bacteria"	"Bacillota"	"Clostridia"	"Eubacteriales"	"Alkalibacteraceae"	"Alkalibaculum"
"Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.Anaerobacterium"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Anaerobacterium"
"Bacteria.Bacillota.Clostridia.Incertae Sedis.Incertae Sedis.Lutispora"	"Bacteria"	"Bacillota"	"Clostridia"	"Incertae Sedis"	"Incertae Sedis"	"Lutispora"
"Bacteria.Bacillota.Desulfotomaculia.Desulfotomaculales.Desulfotomaculaceae.Desulfohalotomaculum"	"Bacteria"	"Bacillota"	"Desulfotomaculia"	"Desulfotomaculales"	"Desulfotomaculaceae"	"Desulfohalotomaculum"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Psychromonadaceae.Motilimonas"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Psychromonadaceae"	"Motilimonas"
"Bacteria.Bacillota.Bacilli.Bacillales.Planococcaceae.Incertae Sedis"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Budviciaceae.Budvicia"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Budviciaceae"	"Budvicia"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Microbacteriaceae.Conyzicola"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Conyzicola"
"Bacteria.Bacillota.Bacilli.Bacillales.Bacillaceae.Halolactibacillus"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Halolactibacillus"
"Bacteria.Bacillota.Thermacetogenia.Thermacetogeniales.Thermacetogeniaceae.Syntrophaceticus"	"Bacteria"	"Bacillota"	"Thermacetogenia"	"Thermacetogeniales"	"Thermacetogeniaceae"	"Syntrophaceticus"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Saccharospirillaceae.Oceanobacter"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Saccharospirillaceae"	"Oceanobacter"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Mooreiaceae.Mooreia"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Mooreiaceae"	"Mooreia"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Halomonadaceae.Zymobacter"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Halomonadaceae"	"Zymobacter"
"Bacteria.Bacillota.Bacilli.Paenibacillales.Paenibacillaceae.Oxalophagus"	"Bacteria"	"Bacillota"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Oxalophagus"
"Bacteria.Actinomycetota.Actinobacteria.Streptosporangiales.Nocardiopsidaceae.NA"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Streptosporangiales"	"Nocardiopsidaceae"	"NA"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Cellvibrionaceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Cellvibrionaceae"	"NA"
"Bacteria.Cyanobacteriota.Vampirivibrionia.Obscuribacterales.Obscuribacteraceae.NA"	"Bacteria"	"Cyanobacteriota"	"Vampirivibrionia"	"Obscuribacterales"	"Obscuribacteraceae"	"NA"
"Bacteria.Bacillota.Bacilli.Mycoplasmatales.Mycoplasmataceae.Eperythrozoon"	"Bacteria"	"Bacillota"	"Bacilli"	"Mycoplasmatales"	"Mycoplasmataceae"	"Eperythrozoon"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Flammeovirgaceae.Luteivirga"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Flammeovirgaceae"	"Luteivirga"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Cyclobacteriaceae.Roseivirga"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Roseivirga"
"Bacteria.Planctomycetota.Phycisphaerae.NA.NA.NA"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"NA"	"NA"	"NA"
"Bacteria.Bacillota.Negativicutes.Veillonellales-Selenomonadales.Selenomonadaceae.Veillonellaceae UCG-001"	"Bacteria"	"Bacillota"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Selenomonadaceae"	"Veillonellaceae UCG-001"
"Bacteria.Aquificota.Aquificia.Hydrogenothermales.Hydrogenothermaceae.Persephonella"	"Bacteria"	"Aquificota"	"Aquificia"	"Hydrogenothermales"	"Hydrogenothermaceae"	"Persephonella"
"Bacteria.Armatimonadota.Fimbriimonadia.Fimbriimonadales.Fimbriimonadaceae.NA"	"Bacteria"	"Armatimonadota"	"Fimbriimonadia"	"Fimbriimonadales"	"Fimbriimonadaceae"	"NA"
"Bacteria.Myxococcota.Polyangiia.Polyangiales.Polyangiaceae.NA"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"NA"
"Bacteria.Planctomycetota.Phycisphaerae.Tepidisphaerales.NA.NA"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Tepidisphaerales"	"NA"	"NA"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Rhodocyclaceae.Sulfuritalea"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Sulfuritalea"
"Bacteria.Actinomycetota.Actinobacteria.Nitriliruptorales.Nitriliruptoraceae.NA"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Nitriliruptorales"	"Nitriliruptoraceae"	"NA"
"Bacteria.Actinomycetota.Actinobacteria.Nitriliruptorales.Nitriliruptoraceae.Egicoccus"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Nitriliruptorales"	"Nitriliruptoraceae"	"Egicoccus"
"Bacteria.Verrucomicrobiota.Verrucomicrobiia.Opitutales.Opitutaceae.Cephaloticoccus"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Opitutales"	"Opitutaceae"	"Cephaloticoccus"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Cyclobacteriaceae.Cecembia"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Cecembia"
"Bacteria.Verrucomicrobiota.Verrucomicrobiia.Opitutales.Opitutaceae.IMCC26134"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Opitutales"	"Opitutaceae"	"IMCC26134"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Comamonadaceae.Pulveribacter"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Pulveribacter"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Rhizobiaceae.Zhengella"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Zhengella"
"Bacteria.Planctomycetota.Planctomycetes.Planctomycetales.Rubinisphaeraceae.Planctomicrobium"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"Planctomicrobium"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Spirosomataceae.Runella"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Spirosomataceae"	"Runella"
"Bacteria.Myxococcota.Myxococcia.Myxococcales.Myxococcaceae.Myxococcus"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"Myxococcus"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Pseudohongiellaceae.Pseudohongiella"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudohongiellaceae"	"Pseudohongiella"
"Bacteria.Verrucomicrobiota.Verrucomicrobiia.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Micavibrionales.Micavibrionaceae.Micavibrio"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	"Micavibrio"
"Bacteria.Acidobacteriota.Blastocatellia.DS-100.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"DS-100"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Parvibaculales.Parvibaculaceae.Rhodoligotrophos"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Parvibaculales"	"Parvibaculaceae"	"Rhodoligotrophos"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Marinifilaceae.Marinifilum"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	"Marinifilum"
"Bacteria.Actinomycetota.Actinobacteria.Propionibacteriales.NA.NA"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Propionibacteriales"	"NA"	"NA"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Devosiaceae.Youhaiella"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Devosiaceae"	"Youhaiella"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Tritonibacter"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Tritonibacter"
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Chitinophagaceae.Parasediminibacterium"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Parasediminibacterium"
"Bacteria.Gemmatimonadota.Gemmatimonadia.Gemmatimonadales.Gemmatimonadaceae.Gemmatirosa"	"Bacteria"	"Gemmatimonadota"	"Gemmatimonadia"	"Gemmatimonadales"	"Gemmatimonadaceae"	"Gemmatirosa"
"Bacteria.Cyanobacteriota.Cyanobacteriia.Cyanobacteriales.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Cyanobacteriales"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Patescibacteria.Microgenomatia.Candidatus Gottesmanbacteria.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Gottesmanbacteria"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Actinomycetota.Actinobacteria.Micromonosporales.Micromonosporaceae.Planosporangium"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Planosporangium"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Acetobacterales.Acetobacteraceae.Asaia"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Asaia"
"Bacteria.Actinomycetota.Actinobacteria.Kineosporiales.Kineosporiaceae.Angustibacter"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Kineosporiales"	"Kineosporiaceae"	"Angustibacter"
"Bacteria.Armatimonadota.Fimbriimonadia.Fimbriimonadales.Fimbriimonadaceae.Fimbriimonas"	"Bacteria"	"Armatimonadota"	"Fimbriimonadia"	"Fimbriimonadales"	"Fimbriimonadaceae"	"Fimbriimonas"
"Bacteria.Cyanobacteriota.Cyanobacteriia.Cyanobacteriales.Nostocaceae.Nostoc PCC-73102"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Cyanobacteriales"	"Nostocaceae"	"Nostoc PCC-73102"
"Bacteria.Bacillota.Desulfotomaculia.Desulfotomaculales.NA.NA"	"Bacteria"	"Bacillota"	"Desulfotomaculia"	"Desulfotomaculales"	"NA"	"NA"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Pasteurellaceae.Histophilus"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Pasteurellaceae"	"Histophilus"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Chromobacteriaceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Chromobacteriaceae"	"NA"
"Archaea.Halobacteriota.Halobacteria.Halobacterales.Haloferacaceae.Haloferax"	"Archaea"	"Halobacteriota"	"Halobacteria"	"Halobacterales"	"Haloferacaceae"	"Haloferax"
"Bacteria.Synergistota.Synergistia.Synergistales.Synergistaceae.Dethiosulfovibrio"	"Bacteria"	"Synergistota"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Dethiosulfovibrio"
"Archaea.Halobacteriota.Halobacteria.Halobacterales.Haloferacaceae.NA"	"Archaea"	"Halobacteriota"	"Halobacteria"	"Halobacterales"	"Haloferacaceae"	"NA"
"Bacteria.Bacillota.Clostridia.Proteinivoracales.Proteinivoracaceae.Anaerobranca"	"Bacteria"	"Bacillota"	"Clostridia"	"Proteinivoracales"	"Proteinivoracaceae"	"Anaerobranca"
"Bacteria.Chloroflexota.Chloroflexia.NA.NA.NA"	"Bacteria"	"Chloroflexota"	"Chloroflexia"	"NA"	"NA"	"NA"
"Archaea.Halobacteriota.Methanomicrobia.Methanomicrobiales.Methanomicrobiaceae.Methanogenium"	"Archaea"	"Halobacteriota"	"Methanomicrobia"	"Methanomicrobiales"	"Methanomicrobiaceae"	"Methanogenium"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Alteromonadaceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	"NA"
"Archaea.Halobacteriota.Halobacteria.Halobacterales.Halomicrobiaceae.Halocatena"	"Archaea"	"Halobacteriota"	"Halobacteria"	"Halobacterales"	"Halomicrobiaceae"	"Halocatena"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Sphingomonadales.Sphingomonadaceae.Allosphingosinicella"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Allosphingosinicella"
"Archaea.Halobacteriota.Halobacteria.Halobacterales.Halococcaceae.Halalkalicoccus"	"Archaea"	"Halobacteriota"	"Halobacteria"	"Halobacterales"	"Halococcaceae"	"Halalkalicoccus"
"Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Fusibacteraceae.Fusibacter"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Fusibacteraceae"	"Fusibacter"
